         1970505 function calls (1955392 primitive calls) in 100.404 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _compressed.py:23(_cs_matrix)
        1    0.000    0.000    0.110    0.110 encoder.py:8(<module>)
       46    0.000    0.000    0.000    0.000 logic.py:92(fuzzy_bool)
        9    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.170    0.170 onnx_pb.py:4(<module>)
        1    0.000    0.000    0.000    0.000 ddm.py:102(DDM)
        1    0.000    0.000    0.001    0.001 s3d.py:1(<module>)
      105    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 onnx_proto_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 libintmath.py:89(<listcomp>)
        1    0.000    0.000    0.000    0.000 _data.py:1(<module>)
       15    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
        1    0.000    0.000    0.000    0.000 sdm.py:1(<module>)
        1    0.000    0.000    0.059    0.059 parser.py:1(<module>)
      124    0.000    0.000    0.000    0.000 numbers.py:1980(__hash__)
        1    0.000    0.000    0.000    0.000 ucf101.py:1(<module>)
        1    0.000    0.000    0.001    0.001 registry.py:1(<module>)
        1    0.000    0.000    0.001    0.001 types.py:33(GuardFn)
        1    0.000    0.000    0.000    0.000 text_encoding.py:14(_MakeStrEscapes)
       54    0.000    0.000    0.001    0.000 decorators.py:35(deco)
        2    0.000    0.000    0.126    0.063 mobilenet.py:1(<module>)
        1    0.000    0.000    0.076    0.076 decompositions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ntheory.py:6(<module>)
        1    0.000    0.000    0.006    0.006 resume_execution.py:1(<module>)
      125    0.000    0.000    0.000    0.000 dataclasses.py:552(<genexpr>)
        1    0.000    0.000    0.000    0.000 convnext.py:209(ConvNeXt_Tiny_Weights)
       15    0.000    0.000    0.000    0.000 decorator.py:126(doctest_depends_on)
        6    0.000    0.000    0.004    0.001 torch_version.py:42(_cmp_wrapper)
        1    0.000    0.000    0.001    0.001 conventions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 side_effects.py:59(SideEffects)
       48    0.000    0.000    0.000    0.000 pretty_symbology.py:101(<lambda>)
       47    0.000    0.000    0.067    0.001 tokenize.py:319(read_or_stop)
        1    0.000    0.000    0.000    0.000 domain.py:18(Domain)
        1    0.000    0.000    0.000    0.000 _kdtree.py:206(KDTree)
       15    0.000    0.000    0.000    0.000 _internal.py:88(register_artifact_log)
        1    0.000    0.000    0.001    0.001 engine.py:14(EngineBuilder)
        1    0.000    0.000    0.000    0.000 fractions.py:60(Fraction)
        4    0.000    0.000    0.000    0.000 uuid.py:132(__init__)
        7    0.000    0.000    0.000    0.000 _contextlib.py:69(context_decorator)
        1    0.000    0.000    0.313    0.313 flickr.py:1(<module>)
        1    0.000    0.000    0.001    0.001 smtlib.py:25(SMTLibPrinter)
      126    0.000    0.000    0.000    0.000 inspect.py:699(<genexpr>)
        1    0.000    0.000    0.002    0.002 __config__.py:3(<module>)
        1    0.000    0.000    0.001    0.001 symbolic_opset17.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cache.py:1(<module>)
        1    0.000    0.000    0.001    0.001 conditionset.py:1(<module>)
        6    0.000    0.000    0.000    0.000 version.py:503(_cmpkey)
        1    0.000    0.000    0.000    0.000 _construct.py:1(<module>)
        1    0.000    0.000    0.001    0.001 mul.py:91(Mul)
        2    0.000    0.000    0.000    0.000 posixpath.py:228(expanduser)
        1    0.000    0.000    0.000    0.000 constant.py:1(<module>)
        1    0.000    0.000    0.026    0.026 complexes.py:1(<module>)
        5    0.000    0.000    0.001    0.000 typing.py:878(__class_getitem__)
       11    0.000    0.000    0.000    0.000 decorator.py:127(update)
        1    0.000    0.000    0.006    0.006 orthogonal.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        4    0.000    0.000    0.001    0.000 utils.py:1832(_need_symbolic_context)
        1    0.000    0.000    0.000    0.000 rationalfield.py:14(RationalField)
        1    0.000    0.000    0.104    0.104 onnx_ml_pb2.py:4(<module>)
        1    0.000    0.000    0.001    0.001 lraspp.py:1(<module>)
        1    0.000    0.000    0.002    0.002 backend.py:1(<module>)
        1    0.000    0.000    0.000    0.000 text_encoding.py:31(<dictcomp>)
       23    0.000    0.000    0.000    0.000 pythonmpq.py:103(_new)
        1    0.000    0.000    0.004    0.004 containers.py:8(<module>)
        1    0.000    0.000    0.006    0.006 eval_frame.py:406(__call__)
        1    0.000    0.000    0.001    0.001 adjoint.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _ops.py:282(fallthrough)
        1    0.000    0.000    0.035    0.035 union.py:1(<module>)
       46    0.000    0.000    0.000    0.000 numbers.py:1934(__eq__)
        1    0.000    0.000    0.001    0.001 polyerrors.py:1(<module>)
       10    0.000    0.000    0.070    0.007 _meta_registrations.py:17(wrapper)
        1    0.000    0.000    0.000    0.000 cse_main.py:1(<module>)
       15    0.000    0.000    0.000    0.000 _internal.py:479(configure_artifact_log)
        1    0.000    0.000    0.001    0.001 pythonmpq.py:46(PythonMPQ)
        1    0.000    0.000    0.000    0.000 rust.py:1(<module>)
        1    0.000    0.000    0.054    0.054 decomposition_table.py:1(<module>)
        1    0.000    0.000    0.028    0.028 executor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 euler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:34(Diagnostic)
        1    0.000    0.000    0.000    0.000 approximants.py:1(<module>)
       24    0.000    0.000    0.000    0.000 helper.py:90(process)
        1    0.000    0.000    0.072    0.072 ImagePalette.py:18(<module>)
       33    0.000    0.000    0.000    0.000 inspect.py:2027(RewriteSymbolics)
        1    0.000    0.000    0.001    0.001 vision.py:1(<module>)
      180    0.000    0.000    0.000    0.000 textwrap.py:474(predicate)
        1    0.000    0.000    0.012    0.012 patcher.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lll.py:1(<module>)
       21    0.000    0.000    0.000    0.000 symbolic_opset9.py:305(_export)
        1    0.000    0.000    0.001    0.001 omniglot.py:1(<module>)
       32    0.000    0.000    0.000    0.000 __init__.py:776(__init__)
        1    0.000    0.000    0.000    0.000 identification.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ImageDraw.py:32(<module>)
        1    0.000    0.000    0.000    0.000 complexes.py:446(Abs)
        1    0.000    0.000    0.000    0.000 polyclasses.py:1233(DMP_Python)
        1    0.000    0.000    0.000    0.000 densearith.py:1(<module>)
        1    0.000    0.000    0.000    0.000 julia.py:48(JuliaCodePrinter)
        4    0.000    0.000    0.000    0.000 typing.py:1160(_get_defaults)
        1    0.000    0.000    0.000    0.000 stochastic_depth.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pythonmpq.py:1(<module>)
        1    0.000    0.000    0.004    0.004 singleton_int.py:1(<module>)
        1    0.000    0.000    0.205    0.205 assumptions.py:1(<module>)
        1    0.000    0.000    0.034    0.034 _matfuncs.py:1(<module>)
        1    0.000    0.000    0.026    0.026 comparison.py:1(<module>)
        1    0.000    0.000    0.002    0.002 lfw.py:1(<module>)
        1    0.000    0.000    3.634    3.634 errors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 limitseq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 repmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 roi_pool.py:1(<module>)
        1    0.000    0.000    0.000    0.000 primes.py:1(<module>)
        1    0.000    0.000    0.287    0.287 library.py:356(impl_abstract)
       21    0.000    0.000    0.001    0.000 domain.py:379(__call__)
       28    0.000    0.000    0.000    0.000 core.py:17(__setattr__)
       18    0.000    0.000    0.000    0.000 lazy.py:87(_create_realize_and_forward)
        1    0.000    0.000    0.000    0.000 zeta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fer2013.py:1(<module>)
        1    0.000    0.000    0.108    0.108 partitions_.py:1(<module>)
        4    0.000    0.000    0.003    0.001 utils.py:2018(register_custom_op_symbolic)
        4    0.000    0.000    0.001    0.000 _compatibility.py:24(mark_not_back_compat)
        2    0.000    0.000    0.021    0.010 _jit_internal.py:943(_overload_method)
        1    0.000    0.000    0.000    0.000 intfunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:60(spmatrix)
       63    0.000    0.000    0.000    0.000 inspect.py:909(tokeneater)
        1    0.000    0.000    0.001    0.001 _decomp_schur.py:1(<module>)
        1    0.000    0.000    0.040    0.040 utils.py:5(<module>)
        1    0.000    0.000    0.001    0.001 _arrays.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:1202(Rational)
        1    0.000    0.000    0.000    0.000 _artifact_content.py:15(ArtifactContent)
        1    0.000    0.000    0.000    0.000 cnf.py:394(EncodedCNF)
        1    0.000    0.000    0.000    0.000 simplex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pretty_symbology.py:58(pretty_try_use_unicode)
        2    0.000    0.000    0.000    0.000 inspect.py:899(__init__)
        1    0.000    0.000    0.000    0.000 codegen.py:39(PyCodegen)
        1    0.000    0.000    0.001    0.001 _pep440.py:1(<module>)
        6    0.000    0.000    0.000    0.000 __init__.py:1224(__init__)
       50    0.000    0.000    0.001    0.000 sympify.py:488(_sympify)
        2    0.000    0.000    0.000    0.000 basic.py:2090(_exec_constructor_postprocessors)
        1    0.000    0.000    0.001    0.001 video_utils.py:73(VideoClips)
        1    0.000    0.000    0.000    0.000 _ops.py:252(__init__)
        1    0.000    0.000    0.000    0.000 builtin.py:88(BuiltinVariable)
        1    0.000    0.000    0.000    0.000 _ops.py:142(py_functionalize_impl)
        1    0.000    0.000    0.000    0.000 groebnertools.py:1(<module>)
        1    0.000    0.000    0.153    0.153 fractions.py:4(<module>)
        8    0.000    0.000    0.000    0.000 _config_module.py:134(__setattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:339(<listcomp>)
        1    0.000    0.000    0.000    0.000 glsl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bivariate.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _ops.py:273(py_impl)
       10    0.000    0.000    0.160    0.016 skipfiles.py:276(_recompile_re)
        1    0.000    0.000    0.000    0.000 mutation_guard.py:3(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:1387(RandomAffine)
        1    0.000    0.000    0.001    0.001 guards.py:850(PyExprCSEPass)
        1    0.000    0.000    0.066    0.066 lambdarepr.py:1(<module>)
        1    0.000    0.000    0.004    0.004 decorator.py:30(<module>)
        1    0.000    0.000    0.001    0.001 containers.py:1(<module>)
       17    0.000    0.000    0.001    0.000 ctx_iv.py:407(_mpq)
        1    0.000    0.000    0.000    0.000 optimization.py:1(<module>)
        1    0.000    0.000    0.156    0.156 decoder.py:8(<module>)
       48    0.000    0.000    0.000    0.000 lapack.py:861(backtickrepl)
        3    0.000    0.000    0.000    0.000 contextlib.py:238(helper)
        1    0.000    0.000    0.000    0.000 {built-in method onnx.onnx_cpp2py_export.defs.schema_version_map}
        1    0.000    0.000    0.004    0.004 rpn.py:1(<module>)
        1    0.000    0.000    0.038    0.038 singleton.py:1(<module>)
        1    0.000    0.000    0.062    0.062 _graph.py:4(<module>)
        1    0.000    0.000    0.017    0.017 text.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _testutils.py:1(<module>)
        1    0.000    0.000    1.426    1.426 decorators.py:100(inner)
        1    0.000    0.000    0.000    0.000 imagenet.py:1(<module>)
      153    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 _device.py:1(<module>)
        1    0.000    0.000    0.033    0.033 video_reader.py:1(<module>)
       69    0.000    0.000    0.000    0.000 {method 'items' of 'google._upb._message._ByNameMap' objects}
        1    0.000    0.000    0.000    0.000 quaternion.py:58(Quaternion)
        1    0.000    0.000    0.264    0.264 base_backend.py:1(<module>)
        1    0.000    0.000    0.000    0.000 normalforms.py:1(<module>)
        2    0.000    0.000    0.000    0.000 libmpf.py:987(mpf_rdiv_int)
        1    0.000    0.000    0.000    0.000 places365.py:11(Places365)
        3    0.000    0.000    0.000    0.000 contextlib.py:82(__init__)
        4    0.000    0.000    0.001    0.000 utils.py:2001(_verify_custom_op_name)
        1    0.000    0.000    0.001    0.001 piecewise.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_utils.py:61(JitScalarType)
        1    0.000    0.000    0.000    0.000 _dok.py:1(<module>)
        1    0.000    0.000    0.001    0.001 kind.py:3(<module>)
       20    0.000    0.000    0.000    0.000 linalg.py:33(linalg_errors)
        6    0.000    0.000    0.000    0.000 numbers.py:3565(__hash__)
       34    0.000    0.000    0.000    0.000 libmpf.py:491(from_rational)
        9    0.000    0.000    0.005    0.001 decorator.py:200(decorate)
        1    0.000    0.000    0.001    0.001 oxford_iiit_pet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 riccati.py:1(<module>)
       27    0.000    0.000    0.001    0.000 singleton.py:100(register)
        1    0.000    0.000    0.000    0.000 octave.py:65(OctaveCodePrinter)
        1    0.000    0.000    0.050    0.050 assume.py:1(<module>)
        3    0.000    0.000    0.000    0.000 libmpf.py:59(prec_to_dps)
        1    0.000    0.000    0.000    0.000 roi_heads.py:1(<module>)
        1    0.000    0.000    0.000    0.000 logic.py:1(<module>)
       27    0.000    0.000    0.000    0.000 symbol_database.py:90(RegisterMessageDescriptor)
        1    0.000    0.000    0.000    0.000 lazy.py:95(_populate)
        4    0.000    0.000    0.000    0.000 _pep440.py:437(_cmpkey)
        1    0.000    0.000    0.000    0.000 rendered_sst2.py:1(<module>)
        1    0.000    0.000    0.001    0.001 lfw.py:10(_LFW)
        1    0.000    0.000    0.350    0.350 symbolic_caffe2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:328(tribonacci)
       32    0.000    0.000    0.000    0.000 decorators.py:198(__init__)
        1    0.000    0.000    3.583    3.583 decorator.py:10(threaded_factory)
